order_id,order_date,region,category,quantity,unit_price,discount,amount,is_high_value
ORD-000029,2025-01-30,Daegu,Fashion,6,17440.0,0.15,88944.0,False
ORD-000030,2025-03-31,Gwangju,Electronics,3,63095.0,0.0,189285.0,False
ORD-000031,2025-02-22,Incheon,Electronics,3,99800.0,0.0,299400.0,False
ORD-000032,2025-01-22,Incheon,Food,5,126204.0,0.1,567918.0,False
ORD-000033,2025-04-16,Busan,Food,7,181139.0,0.0,1267973.0,False
ORD-000034,2025-03-09,Busan,Home,8,51825.0,0.05,393870.0,False
ORD-000035,2025-02-10,Gwangju,Electronics,3,15399.0,0.0,46197.0,False
ORD-000036,2025-03-18,Seoul,Food,10,83798.0,0.05,796081.0,False
ORD-000037,2025-02-25,Incheon,Home,2,280275.0,0.0,560550.0,False
ORD-000038,2025-01-13,Busan,Fashion,6,145929.0,0.0,875574.0,False
ORD-000039,2025-03-14,Unknown,Food,3,184236.0,0.0,552708.0,False
ORD-000040,2025-04-08,Incheon,Fashion,4,164765.0,0.15,560201.0,False
ORD-000041,2025-01-22,Incheon,Fashion,6,182841.0,0.1,987341.4,False
ORD-000042,2025-04-06,Daegu,Electronics,4,169414.0,0.05,643773.2,False
ORD-000043,2025-03-18,Busan,Beauty,1,38699.0,0.0,38699.0,False
ORD-000044,2025-01-18,Seoul,Beauty,2,159142.0,0.05,302369.8,False
ORD-000045,2025-04-16,Busan,Food,10,59728.0,0.1,537552.0,False
ORD-000046,2025-01-04,Gwangju,Beauty,3,188425.0,0.0,565275.0,False
ORD-000047,2025-02-26,Incheon,Fashion,7,74652.0,0.05,496435.8,False
ORD-000048,2025-03-01,Busan,Electronics,10,253518.0,0.0,2535180.0,True
ORD-000049,2025-03-09,Incheon,Electronics,3,93316.0,0.05,265950.6,False
ORD-000050,2025-02-19,Unknown,Food,3,181904.0,0.0,545712.0,False
ORD-000051,2025-04-30,Gwangju,Fashion,7,253333.0,0.0,1773331.0,False
ORD-000052,2025-04-30,Seoul,Fashion,1,119954.0,0.05,113956.29999999999,False
ORD-000053,2025-02-07,Gwangju,Beauty,9,147332.0,0.15,1127089.8,False
ORD-000054,2025-03-15,Unknown,Home,6,136412.0,0.0,818472.0,False
ORD-000055,2025-04-15,Incheon,Fashion,6,281691.0,0.0,1690146.0,False
ORD-000056,2025-02-14,Seoul,Beauty,4,203774.0,0.0,815096.0,False
ORD-000057,2025-04-11,Incheon,Fashion,10,205292.0,0.0,2052920.0,True
ORD-000058,2025-02-13,Busan,Electronics,1,188822.0,0.15,160498.69999999998,False
ORD-000059,2025-04-14,Daegu,Food,3,239824.0,0.15,611551.2,False
ORD-000060,2025-04-01,Busan,Food,8,196815.0,0.15,1338342.0,False
ORD-000061,2025-01-21,Seoul,Beauty,10,229090.0,0.15,1947265.0,True
ORD-000062,2025-04-07,Incheon,Electronics,9,6042.0,0.0,54378.0,False
ORD-000063,2025-01-08,Incheon,Home,2,213095.0,0.05,404880.5,False
ORD-000064,2025-01-17,Daegu,Fashion,9,298876.0,0.15,2286401.4,True
ORD-000065,2025-02-05,Seoul,Food,5,6122.0,0.0,30610.0,False
ORD-000066,2025-04-29,Gwangju,Fashion,10,76021.0,0.0,760210.0,False
ORD-000067,2025-04-16,Seoul,Food,8,241079.0,0.15,1639337.2,False
ORD-000068,2025-03-31,Daegu,Food,10,42014.0,0.0,420140.0,False
ORD-000069,2025-03-18,Incheon,Home,1,162798.0,0.0,162798.0,False
ORD-000070,2025-03-22,Incheon,Food,3,32380.0,0.05,92283.0,False
ORD-000071,2025-02-01,Incheon,Electronics,3,234836.0,0.0,704508.0,False
ORD-000072,2025-03-14,Unknown,Home,1,41870.0,0.0,41870.0,False
ORD-000073,2025-04-26,Daegu,Fashion,618,250721.0,0.15,131703741.3,True
ORD-000074,2025-01-11,Busan,Home,10,273192.0,0.1,2458728.0,True
ORD-000075,2025-04-16,Gwangju,Electronics,9,231986.0,0.1,1879086.6,True
ORD-000076,2025-02-02,Incheon,Beauty,7,140176.0,0.05,932170.3999999999,False
ORD-000077,2025-04-12,Seoul,Food,5,107640.0,0.0,538200.0,False
ORD-000078,2025-03-28,Busan,Food,3,26963.0,0.15,68755.65,False
ORD-000079,2025-04-27,Busan,Food,2,135906.0,0.1,244630.80000000002,False
ORD-000080,2025-05-01,Daegu,Food,9,181893.0,0.1,1473333.3,False
ORD-000081,2025-01-24,Gwangju,Electronics,1,175540.0,0.0,175540.0,False
ORD-000082,2025-02-01,Daegu,Food,4,259101.0,0.1,932763.6,False
ORD-000083,2025-01-11,Gwangju,Food,8,34220.0,0.15,232696.0,False
ORD-000084,2025-02-04,Incheon,Home,1,150925.0,0.0,150925.0,False
ORD-000085,2025-03-18,Daegu,Food,7,143119.0,0.05,951741.35,False
ORD-000086,2025-01-13,Daegu,Beauty,5,271557.0,0.0,1357785.0,False
ORD-000087,2025-02-26,Gwangju,Electronics,10,199439.0,0.0,1994390.0,True
ORD-000088,2025-01-30,Daegu,Food,3,213906.0,0.15,545460.2999999999,False
ORD-000089,2025-02-27,Busan,Fashion,6,79208.0,0.0,475248.0,False
ORD-000090,2025-04-19,Busan,Electronics,10,280316.0,0.0,2803160.0,True
ORD-000091,2025-03-08,Seoul,Electronics,8,93834.0,0.0,750672.0,False
ORD-000092,2025-02-28,Daegu,Beauty,9,208548.0,0.05,1783085.4,False
ORD-000093,2025-01-17,Incheon,Home,2,36887.0,0.0,73774.0,False
ORD-000094,2025-04-17,Gwangju,Beauty,9,233392.0,0.0,2100528.0,True
ORD-000095,2025-01-17,Gwangju,Beauty,6,73780.0,0.0,442680.0,False
ORD-000096,2025-03-19,Seoul,Beauty,9,217295.0,0.0,1955655.0,True
ORD-000097,2025-03-09,Gwangju,Home,2,153894.5,0.05,292399.55,False
ORD-000098,2025-01-15,Gwangju,Beauty,8,236407.0,0.0,1891256.0,True
ORD-000099,2025-03-15,Unknown,Food,6,27845.0,0.0,167070.0,False
ORD-000100,2025-04-08,Busan,Home,5,14476.0,0.1,65142.0,False
ORD-000101,2025-03-21,Seoul,Food,520,208784.0,0.1,97710912.0,True
ORD-000102,2025-03-28,Incheon,Beauty,3,156184.0,0.05,445124.39999999997,False
ORD-000103,2025-02-20,Gwangju,Home,7,78097.0,0.1,492011.10000000003,False
ORD-000104,2025-04-12,Incheon,Fashion,9,80526.0,0.15,616023.9,False
ORD-000105,2025-01-13,Incheon,Beauty,3,135183.0,0.1,364994.10000000003,False
ORD-000106,2025-02-28,Incheon,Electronics,7,99152.0,0.1,624657.6,False
ORD-000107,2025-03-03,Incheon,Beauty,3,280866.0,0.15,716208.2999999999,False
ORD-000108,2025-04-03,Daegu,Electronics,5,68383.0,0.0,341915.0,False
ORD-000109,2025-02-08,Unknown,Fashion,5,140650.0,0.15,597762.5,False
ORD-000110,2025-01-21,Daegu,Home,7,50770.0,0.0,355390.0,False
ORD-000111,2025-03-29,Seoul,Home,7,181480.0,0.1,1143324.0,False
ORD-000112,2025-02-23,Gwangju,Beauty,1,236147.0,0.1,212532.30000000002,False
ORD-000113,2025-03-29,Incheon,Fashion,10,50772.0,0.1,456948.0,False
ORD-000114,2025-05-01,Busan,Food,8,276643.0,0.0,2213144.0,True
ORD-000115,2025-01-28,Busan,Beauty,1909,194398.0,0.0,371105782.0,True
ORD-000116,2025-04-10,Seoul,Fashion,10,232376.0,0.0,2323760.0,True
ORD-000117,2025-03-07,Busan,Fashion,1,30630.0,0.15,26035.5,False
ORD-000118,2025-01-02,Daegu,Electronics,8,249085.0,0.05,1893046.0,True
ORD-000119,2025-01-31,Daegu,Beauty,4,175142.0,0.0,700568.0,False
ORD-000120,2025-04-24,Incheon,Beauty,5,159142.0,0.05,755924.5,False
ORD-000121,2025-04-06,Busan,Electronics,2,270516.0,0.05,513980.39999999997,False
ORD-000122,2025-04-24,Busan,Home,3,141634.0,0.0,424902.0,False
ORD-000123,2025-04-13,Incheon,Home,9,151959.0,0.0,1367631.0,False
ORD-000124,2025-02-18,Seoul,Food,1,178612.0,0.15,151820.19999999998,False
ORD-000125,2025-02-13,Gwangju,Food,1,258625.0,0.0,258625.0,False
ORD-000126,2025-04-20,Gwangju,Electronics,3,261682.0,0.1,706541.4,False
ORD-000127,2025-03-08,Daegu,Home,7,190165.0,0.0,1331155.0,False
ORD-000128,2025-04-11,Gwangju,Food,10,86408.0,0.0,864080.0,False
ORD-000129,2025-05-01,Busan,Fashion,7,219739.0,0.15,1307447.05,False
ORD-000130,2025-04-27,Daegu,Food,7,149543.0,0.0,1046801.0,False
ORD-000131,2025-03-19,Gwangju,Electronics,9,138145.0,0.0,1243305.0,False
ORD-000132,2025-04-05,Daegu,Food,4,63971.0,0.0,255884.0,False
ORD-000133,2025-03-14,Incheon,Home,1,296612.0,0.1,266950.8,False
ORD-000134,2025-01-01,Seoul,Beauty,7,119446.0,0.0,836122.0,False
ORD-000135,2025-02-20,Daegu,Beauty,7,43460.0,0.0,304220.0,False
ORD-000136,2025-03-27,Daegu,Fashion,5,151252.0,0.0,756260.0,False
ORD-000137,2025-03-13,Incheon,Electronics,8,249721.0,0.0,1997768.0,True
ORD-000138,2025-03-05,Unknown,Beauty,1,21546.0,0.15,18314.1,False
ORD-000139,2025-03-13,Seoul,Electronics,8,138899.0,0.0,1111192.0,False
ORD-000140,2025-04-27,Gwangju,Food,8,216957.0,0.15,1475307.5999999999,False
ORD-000141,2025-04-01,Gwangju,Electronics,1,197421.0,0.05,187549.94999999998,False
ORD-000142,2025-02-17,Gwangju,Fashion,4,142276.0,0.1,512193.60000000003,False
ORD-000143,2025-04-09,Busan,Fashion,5,127894.0,0.0,639470.0,False
ORD-000144,2025-01-20,Incheon,Beauty,3,27704.0,0.1,74800.8,False
ORD-000145,2025-03-29,Unknown,Food,10,240766.0,0.15,2046511.0,True
ORD-000146,2025-04-06,Gwangju,Home,9,256384.0,0.0,2307456.0,True
ORD-000147,2025-02-04,Incheon,Fashion,3,107862.0,0.05,307406.7,False
ORD-000148,2025-02-03,Incheon,Electronics,2,96217.0,0.0,192434.0,False
ORD-000149,2025-02-28,Seoul,Fashion,6,34981.0,0.0,209886.0,False
ORD-000150,2025-03-16,Busan,Home,5,286211.0,0.0,1431055.0,False
ORD-000151,2025-03-02,Busan,Fashion,9,95864.0,0.05,819637.2,False
ORD-000152,2025-03-27,Seoul,Fashion,6,171584.0,0.15,875078.4,False
ORD-000153,2025-02-24,Seoul,Food,9,174213.0,0.0,1567917.0,False
ORD-000154,2025-01-30,Seoul,Home,5,201722.0,0.0,1008610.0,False
ORD-000155,2025-03-16,Daegu,Electronics,4,154845.0,0.0,619380.0,False
ORD-000156,2025-03-21,Daegu,Electronics,7,175946.0,0.05,1170040.9,False
ORD-000157,2025-04-11,Seoul,Home,2,272800.0,0.1,491040.0,False
ORD-000158,2025-02-09,Gwangju,Home,5,226624.0,0.0,1133120.0,False
ORD-000159,2025-03-02,Unknown,Beauty,8,248933.0,0.05,1891890.7999999998,True
ORD-000160,2025-01-12,Daegu,Food,5,242761.0,0.05,1153114.75,False
ORD-000161,2025-03-10,Seoul,Fashion,8,103934.0,0.05,789898.3999999999,False
ORD-000162,2025-01-14,Unknown,Beauty,4,163560.0,0.05,621528.0,False
ORD-000163,2025-04-29,Seoul,Fashion,5,206287.0,0.0,1031435.0,False
ORD-000164,2025-01-18,Daegu,Home,5,30619.0,0.1,137785.5,False
ORD-000165,2025-02-05,Seoul,Electronics,6,142601.5,0.0,855609.0,False
ORD-000166,2025-04-16,Seoul,Food,3,19666.0,0.0,58998.0,False
ORD-000167,2025-03-30,Daegu,Electronics,8,264789.0,0.0,2118312.0,True
ORD-000168,2025-04-30,Busan,Food,8,286497.0,0.0,2291976.0,True
ORD-000169,2025-03-27,Busan,Food,5,24781.0,0.05,117709.75,False
ORD-000170,2025-02-28,Seoul,Fashion,1,114673.0,0.0,114673.0,False
ORD-000171,2025-04-29,Gwangju,Food,3,17760.0,0.0,53280.0,False
ORD-000172,2025-04-12,Gwangju,Food,5,199520.0,0.05,947720.0,False
ORD-000173,2025-01-13,Busan,Food,6,44620.0,0.05,254334.0,False
ORD-000174,2025-04-02,Daegu,Home,2,205255.0,0.1,369459.0,False
ORD-000175,2025-01-29,Gwangju,Food,5,288336.0,0.15,1225428.0,False
ORD-000176,2025-01-14,Daegu,Electronics,5,18727.0,0.05,88953.25,False
ORD-000177,2025-02-17,Incheon,Beauty,1,198642.0,0.15,168845.69999999998,False
ORD-000178,2025-02-14,Gwangju,Food,3,211217.0,0.1,570285.9,False
ORD-000179,2025-03-23,Unknown,Beauty,10,43908.0,0.0,439080.0,False
ORD-000180,2025-02-17,Daegu,Home,10,156852.0,0.15,1333242.0,False
ORD-000181,2025-04-04,Unknown,Home,7,284779.0,0.0,1993453.0,True
ORD-000182,2025-02-11,Busan,Food,3,9063.0,0.05,25829.55,False
ORD-000183,2025-02-08,Incheon,Beauty,8,107745.0,0.0,861960.0,False
ORD-000184,2025-04-03,Daegu,Food,8,165902.0,0.1,1194494.4000000001,False
ORD-000185,2025-04-09,Busan,Beauty,1754,45759.0,0.15,68222093.1,True
ORD-000186,2025-02-16,Seoul,Fashion,2,39786.0,0.1,71614.8,False
ORD-000187,2025-04-12,Daegu,Home,9,88562.0,0.0,797058.0,False
ORD-000188,2025-03-01,Seoul,Food,6,285704.0,0.0,1714224.0,False
ORD-000189,2025-03-06,Gwangju,Beauty,7,61080.0,0.0,427560.0,False
ORD-000190,2025-02-15,Incheon,Electronics,1,164835.0,0.1,148351.5,False
ORD-000191,2025-04-30,Gwangju,Food,5,41181.0,0.1,185314.5,False
ORD-000192,2025-01-16,Gwangju,Food,6,135348.0,0.05,771483.6,False
ORD-000193,2025-03-20,Incheon,Beauty,6,159142.0,0.1,859366.8,False
ORD-000194,2025-03-03,Gwangju,Beauty,1,112784.0,0.1,101505.6,False
ORD-000195,2025-02-11,Gwangju,Home,2,117095.0,0.0,234190.0,False
ORD-000196,2025-03-25,Daegu,Electronics,2,280173.0,0.0,560346.0,False
ORD-000197,2025-03-31,Unknown,Electronics,5,262564.0,0.0,1312820.0,False
ORD-000198,2025-03-07,Gwangju,Home,9,254178.0,0.1,2058841.8,True
ORD-000199,2025-02-10,Seoul,Home,6,132941.0,0.0,797646.0,False
ORD-000200,2025-04-05,Busan,Home,3,172305.0,0.0,516915.0,False
ORD-000201,2025-04-02,Gwangju,Food,4,292401.0,0.15,994163.4,False
ORD-000202,2025-05-01,Incheon,Electronics,10,142601.5,0.0,1426015.0,False
ORD-000203,2025-02-09,Incheon,Electronics,5,223661.0,0.05,1062389.75,False
ORD-000204,2025-03-18,Busan,Home,3,153894.5,0.1,415515.15,False
ORD-000205,2025-04-19,Daegu,Food,7,19493.0,0.15,115983.34999999999,False
ORD-000206,2025-03-19,Incheon,Food,1,44290.0,0.1,39861.0,False
ORD-000207,2025-01-13,Incheon,Electronics,5,142601.5,0.1,641706.75,False
ORD-000208,2025-04-17,Daegu,Food,7,150826.0,0.0,1055782.0,False
ORD-000209,2025-03-20,Incheon,Beauty,4,282796.0,0.1,1018065.6,False
ORD-000210,2025-01-30,Unknown,Fashion,9,288989.0,0.1,2340810.9,True
ORD-000211,2025-01-25,Seoul,Home,6,124427.0,0.0,746562.0,False
ORD-000212,2025-02-07,Incheon,Beauty,2,24328.0,0.0,48656.0,False
ORD-000213,2025-01-11,Gwangju,Fashion,9,67034.0,0.0,603306.0,False
ORD-000214,2025-02-16,Daegu,Beauty,5,42424.0,0.0,212120.0,False
ORD-000215,2025-03-31,Gwangju,Fashion,8,208740.0,0.05,1586424.0,False
ORD-000216,2025-01-28,Daegu,Food,10,184200.0,0.0,1842000.0,False
ORD-000217,2025-03-19,Daegu,Fashion,3,104801.0,0.0,314403.0,False
ORD-000218,2025-02-11,Incheon,Food,1,164678.0,0.15,139976.3,False
ORD-000219,2025-02-07,Gwangju,Home,10,132174.0,0.0,1321740.0,False
ORD-000220,2025-04-08,Busan,Home,1,218473.0,0.0,218473.0,False
ORD-000221,2025-02-04,Gwangju,Fashion,5,68962.0,0.0,344810.0,False
ORD-000222,2025-02-18,Unknown,Electronics,9,179382.0,0.15,1372272.3,False
ORD-000223,2025-04-22,Seoul,Electronics,6,204092.0,0.1,1102096.8,False
ORD-000224,2025-03-18,Daegu,Beauty,5,258466.0,0.0,1292330.0,False
ORD-000225,2025-02-06,Busan,Food,6,255914.0,0.1,1381935.6,False
ORD-000226,2025-04-21,Seoul,Food,8,19748.0,0.0,157984.0,False
ORD-000227,2025-02-18,Seoul,Electronics,4,289655.0,0.1,1042758.0,False
ORD-000228,2025-04-07,Unknown,Home,10,89101.0,0.05,846459.5,False
ORD-000229,2025-01-14,Daegu,Home,1,94724.0,0.0,94724.0,False
ORD-000230,2025-02-19,Daegu,Fashion,5,58879.0,0.1,264955.5,False
ORD-000231,2025-03-11,Daegu,Home,1,279153.0,0.15,237280.05,False
ORD-000232,2025-02-28,Daegu,Electronics,1,294801.0,0.15,250580.85,False
ORD-000233,2025-04-06,Gwangju,Home,8,208517.0,0.0,1668136.0,False
ORD-000234,2025-01-30,Seoul,Food,5,263806.0,0.0,1319030.0,False
ORD-000235,2025-02-02,Gwangju,Fashion,1,249047.0,0.0,249047.0,False
ORD-000236,2025-02-16,Seoul,Fashion,4,282380.0,0.1,1016568.0,False
ORD-000237,2025-03-12,Seoul,Fashion,10,248444.0,0.0,2484440.0,True
ORD-000238,2025-01-10,Busan,Beauty,1,230129.0,0.0,230129.0,False
ORD-000239,2025-01-03,Gwangju,Electronics,4,105774.0,0.15,359631.6,False
ORD-000240,2025-04-09,Busan,Beauty,5,201883.0,0.0,1009415.0,False
ORD-000241,2025-04-14,Busan,Home,7,271905.0,0.1,1713001.5,False
ORD-000242,2025-02-10,Busan,Electronics,8,142601.5,0.15,969690.2,False
ORD-000243,2025-03-24,Seoul,Electronics,3,212277.0,0.0,636831.0,False
ORD-000244,2025-01-17,Gwangju,Electronics,6,128878.0,0.0,773268.0,False
ORD-000245,2025-01-04,Gwangju,Fashion,10,74110.0,0.0,741100.0,False
ORD-000246,2025-01-12,Seoul,Home,7,79645.0,0.1,501763.5,False
ORD-000247,2025-03-07,Incheon,Food,6,149543.0,0.0,897258.0,False
ORD-000248,2025-02-07,Daegu,Fashion,1,159962.0,0.1,143965.80000000002,False
ORD-000249,2025-02-06,Seoul,Fashion,3,201207.0,0.0,603621.0,False
ORD-000250,2025-01-20,Busan,Food,8,136015.0,0.05,1033714.0,False
ORD-000251,2025-02-16,Unknown,Fashion,2,289685.0,0.0,579370.0,False
ORD-000252,2025-02-15,Gwangju,Beauty,7,39227.0,0.15,233400.65,False
ORD-000253,2025-03-25,Incheon,Beauty,9,288336.0,0.0,2595024.0,True
ORD-000254,2025-03-01,Daegu,Food,9,214872.0,0.0,1933848.0,True
ORD-000255,2025-04-19,Busan,Beauty,5,35842.0,0.15,152328.5,False
ORD-000256,2025-03-26,Gwangju,Electronics,5,217984.0,0.15,926432.0,False
ORD-000257,2025-01-01,Busan,Fashion,8,266390.0,0.1,1918008.0,True
ORD-000258,2025-03-04,Busan,Electronics,2,264811.0,0.0,529622.0,False
ORD-000259,2025-01-01,Seoul,Fashion,9,199853.0,0.0,1798677.0,False
ORD-000260,2025-01-12,Gwangju,Fashion,4,50781.0,0.0,203124.0,False
ORD-000261,2025-01-17,Busan,Food,2,287061.0,0.1,516709.8,False
ORD-000262,2025-03-30,Busan,Beauty,4,142272.0,0.0,569088.0,False
ORD-000263,2025-01-25,Gwangju,Fashion,5,237070.0,0.1,1066815.0,False
ORD-000264,2025-01-07,Gwangju,Home,6,153894.5,0.0,923367.0,False
ORD-000265,2025-03-06,Daegu,Electronics,5,0.0,0.15,0.0,False
ORD-000266,2025-01-31,Daegu,Beauty,3,231300.0,0.05,659205.0,False
ORD-000267,2025-03-01,Gwangju,Beauty,3,167542.0,0.15,427232.1,False
ORD-000268,2025-02-05,Busan,Electronics,9,142705.0,0.1,1155910.5,False
ORD-000269,2025-03-25,Incheon,Fashion,5,74928.0,0.05,355908.0,False
ORD-000270,2025-03-10,Seoul,Electronics,6,167490.0,0.0,1004940.0,False
ORD-000271,2025-01-06,Gwangju,Electronics,2,142601.5,0.0,285203.0,False
ORD-000272,2025-01-09,Daegu,Beauty,1,253317.0,0.05,240651.15,False
ORD-000273,2025-03-17,Incheon,Home,3,112222.0,0.1,302999.4,False
ORD-000274,2025-02-05,Daegu,Fashion,7,293437.0,0.0,2054059.0,True
ORD-000275,2025-01-30,Unknown,Home,10,153894.5,0.05,1461997.75,False
ORD-000276,2025-01-22,Gwangju,Beauty,6,189758.0,0.05,1081620.5999999999,False
ORD-000277,2025-01-12,Daegu,Home,5,231346.0,0.0,1156730.0,False
ORD-000278,2025-04-21,Seoul,Electronics,8,241252.0,0.0,1930016.0,True
ORD-000279,2025-03-12,Busan,Electronics,3,77551.0,0.0,232653.0,False
ORD-000280,2025-03-21,Busan,Beauty,1,61372.0,0.0,61372.0,False
ORD-000281,2025-04-18,Busan,Home,1,111710.0,0.0,111710.0,False
ORD-000282,2025-03-10,Gwangju,Home,8,297890.0,0.0,2383120.0,True
ORD-000283,2025-02-28,Daegu,Food,10,257641.0,0.0,2576410.0,True
ORD-000284,2025-02-04,Busan,Home,2,298884.0,0.0,597768.0,False
ORD-000285,2025-01-07,Busan,Food,1,20232.0,0.1,18208.8,False
ORD-000286,2025-01-14,Daegu,Electronics,4,125329.0,0.05,476250.19999999995,False
ORD-000287,2025-02-21,Busan,Food,9,31300.0,0.0,281700.0,False
ORD-000288,2025-03-14,Seoul,Beauty,5,200113.0,0.0,1000565.0,False
ORD-000289,2025-04-25,Seoul,Food,9,99659.0,0.1,807237.9,False
ORD-000290,2025-01-26,Gwangju,Electronics,6,0.0,0.05,0.0,False
ORD-000291,2025-04-05,Gwangju,Food,9,146498.0,0.0,1318482.0,False
ORD-000292,2025-02-15,Unknown,Beauty,7,8113.0,0.0,56791.0,False
ORD-000293,2025-02-01,Incheon,Fashion,10,154251.0,0.05,1465384.5,False
ORD-000294,2025-02-06,Seoul,Electronics,5,287143.0,0.05,1363929.25,False
ORD-000295,2025-01-09,Seoul,Beauty,2,145779.0,0.05,276980.1,False
ORD-000296,2025-04-06,Incheon,Home,10,146447.0,0.0,1464470.0,False
ORD-000297,2025-03-07,Gwangju,Fashion,7,40118.0,0.1,252743.4,False
ORD-000298,2025-02-02,Seoul,Electronics,8,163890.0,0.1,1180008.0,False
ORD-000299,2025-03-14,Gwangju,Food,9,50958.0,0.05,435690.89999999997,False
ORD-000300,2025-04-29,Gwangju,Beauty,5,86818.0,0.0,434090.0,False
ORD-000301,2025-05-01,Seoul,Beauty,1,159142.0,0.0,159142.0,False
ORD-000302,2025-04-08,Busan,Food,3,190093.0,0.0,570279.0,False
ORD-000303,2025-01-31,Busan,Home,3,275637.0,0.05,785565.45,False
ORD-000304,2025-04-03,Busan,Electronics,4,210953.0,0.05,801621.3999999999,False
ORD-000305,2025-04-28,Daegu,Home,10,216002.0,0.15,1836017.0,False
ORD-000306,2025-01-15,Daegu,Beauty,10,26729.0,0.05,253925.5,False
ORD-000307,2025-04-19,Busan,Home,7,175115.0,0.15,1041934.25,False
ORD-000308,2025-03-09,Incheon,Home,4,269882.0,0.15,917598.7999999999,False
ORD-000309,2025-04-15,Seoul,Electronics,10,242600.0,0.1,2183400.0,True
ORD-000310,2025-02-25,Seoul,Fashion,8,253605.0,0.05,1927398.0,True
ORD-000311,2025-02-22,Incheon,Electronics,9,166785.0,0.0,1501065.0,False
ORD-000312,2025-01-22,Seoul,Electronics,4,42668.0,0.0,170672.0,False
ORD-000313,2025-01-21,Daegu,Home,8,253353.0,0.0,2026824.0,True
ORD-000314,2025-03-08,Incheon,Food,6,0.0,0.0,0.0,False
ORD-000315,2025-01-25,Busan,Beauty,4,81234.0,0.05,308689.2,False
ORD-000316,2025-02-16,Daegu,Fashion,8,122357.0,0.0,978856.0,False
ORD-000317,2025-01-19,Unknown,Electronics,8,61799.0,0.05,469672.39999999997,False
ORD-000318,2025-04-05,Daegu,Home,4,244039.0,0.15,829732.6,False
ORD-000319,2025-02-08,Busan,Fashion,3,17347.0,0.0,52041.0,False
ORD-000320,2025-02-07,Gwangju,Electronics,8,227323.0,0.05,1727654.7999999998,False
ORD-000321,2025-04-02,Busan,Beauty,4,155169.0,0.0,620676.0,False
ORD-000322,2025-03-08,Gwangju,Home,6,45493.0,0.1,245662.2,False
ORD-000323,2025-04-18,Seoul,Fashion,4,195511.0,0.0,782044.0,False
ORD-000324,2025-04-20,Daegu,Fashion,10,79314.0,0.1,713826.0,False
ORD-000325,2025-04-09,Unknown,Home,3,193577.0,0.15,493621.35,False
ORD-000326,2025-01-01,Daegu,Electronics,1,142601.5,0.0,142601.5,False
ORD-000327,2025-02-10,Gwangju,Home,8,189880.0,0.0,1519040.0,False
ORD-000328,2025-01-15,Gwangju,Food,9,163880.0,0.1,1327428.0,False
ORD-000329,2025-03-12,Gwangju,Home,8,238963.0,0.0,1911704.0,True
ORD-000330,2025-04-22,Daegu,Home,8,215738.0,0.0,1725904.0,False
ORD-000331,2025-02-10,Unknown,Fashion,6,124390.0,0.0,746340.0,False
ORD-000332,2025-01-27,Unknown,Beauty,7,179469.0,0.15,1067840.55,False
